trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate,better_than_tournament
mm_2.bz2,35,7,4,6,32256,8.386,1
fp_1.bz2,35,7,4,6,32256,0.836,1
fp_2.bz2,35,7,4,6,32256,1.060,1
int_1.bz2,35,7,4,6,32256,9.839,1
int_2.bz2,35,7,4,6,32256,0.349,1
mm_1.bz2,35,7,4,7,36864,1.903,1
mm_2.bz2,35,7,4,7,36864,8.383,1
fp_1.bz2,35,7,4,7,36864,0.836,1
fp_2.bz2,35,7,4,7,36864,1.060,1
int_1.bz2,35,7,4,7,36864,9.634,1
int_2.bz2,35,7,4,7,36864,0.349,1
mm_1.bz2,35,7,4,8,41472,1.896,1
mm_2.bz2,35,7,4,8,41472,8.383,1
fp_1.bz2,35,7,4,8,41472,0.836,1
fp_2.bz2,35,7,4,8,41472,1.060,1
int_1.bz2,35,7,4,8,41472,9.587,1
int_2.bz2,35,7,4,8,41472,0.349,1
mm_1.bz2,35,7,4,9,46080,1.896,1
mm_2.bz2,35,7,4,9,46080,8.383,1
fp_1.bz2,35,7,4,9,46080,0.836,1
fp_2.bz2,35,7,4,9,46080,1.060,1
int_1.bz2,35,7,4,9,46080,9.588,1
int_2.bz2,35,7,4,9,46080,0.349,1
mm_1.bz2,35,7,4,10,50688,1.896,1
mm_2.bz2,35,7,4,10,50688,8.383,1
fp_1.bz2,35,7,4,10,50688,0.836,1
fp_2.bz2,35,7,4,10,50688,1.060,1
int_1.bz2,35,7,4,10,50688,9.588,1
int_2.bz2,35,7,4,10,50688,0.349,1
mm_1.bz2,35,7,4,11,55296,1.896,1
mm_2.bz2,35,7,4,11,55296,8.383,1
fp_1.bz2,35,7,4,11,55296,0.836,1
fp_2.bz2,35,7,4,11,55296,1.060,1
int_1.bz2,35,7,4,11,55296,9.588,1
int_2.bz2,35,7,4,11,55296,0.349,1
mm_1.bz2,35,7,4,12,59904,1.896,1
mm_2.bz2,35,7,4,12,59904,8.383,1
fp_1.bz2,35,7,4,12,59904,0.836,1
fp_2.bz2,35,7,4,12,59904,1.060,1
int_1.bz2,35,7,4,12,59904,9.588,1
int_2.bz2,35,7,4,12,59904,0.349,1
mm_1.bz2,35,7,5,6,32256,2.077,1
mm_2.bz2,35,7,5,6,32256,8.504,0
mm_1.bz2,35,7,5,7,36864,1.868,1
mm_2.bz2,35,7,5,7,36864,8.498,0
mm_1.bz2,35,7,5,8,41472,1.837,1
mm_2.bz2,35,7,5,8,41472,8.498,0
mm_1.bz2,35,7,5,9,46080,1.837,1
mm_2.bz2,35,7,5,9,46080,8.498,0
mm_1.bz2,35,7,5,10,50688,1.837,1
mm_2.bz2,35,7,5,10,50688,8.498,0
mm_1.bz2,35,7,5,11,55296,1.837,1
mm_2.bz2,35,7,5,11,55296,8.498,0
mm_1.bz2,35,7,5,12,59904,1.837,1
mm_2.bz2,35,7,5,12,59904,8.498,0
mm_1.bz2,35,7,6,6,32256,3.025,0
mm_1.bz2,35,7,6,7,36864,1.992,1
mm_2.bz2,35,7,6,7,36864,8.983,0
mm_1.bz2,35,7,6,8,41472,1.928,1
mm_2.bz2,35,7,6,8,41472,8.984,0
mm_1.bz2,35,7,6,9,46080,1.926,1
mm_2.bz2,35,7,6,9,46080,8.984,0
mm_1.bz2,35,7,6,10,50688,1.926,1
mm_2.bz2,35,7,6,10,50688,8.984,0
mm_1.bz2,35,7,6,11,55296,1.926,1
mm_2.bz2,35,7,6,11,55296,8.984,0
mm_1.bz2,35,7,6,12,59904,1.926,1
mm_2.bz2,35,7,6,12,59904,8.984,0
mm_1.bz2,35,8,4,6,64512,2.017,1
mm_2.bz2,35,8,4,6,64512,7.062,1
fp_1.bz2,35,8,4,6,64512,0.828,1
fp_2.bz2,35,8,4,6,64512,1.059,1
int_1.bz2,35,8,4,6,64512,8.455,1
int_2.bz2,35,8,4,6,64512,0.321,1
mm_1.bz2,35,8,5,6,64512,2.043,1
mm_2.bz2,35,8,5,6,64512,7.135,1
fp_1.bz2,35,8,5,6,64512,0.829,1
fp_2.bz2,35,8,5,6,64512,0.971,1
int_1.bz2,35,8,5,6,64512,8.250,1
int_2.bz2,35,8,5,6,64512,0.320,1
mm_1.bz2,35,8,6,6,64512,2.842,0
mm_1.bz2,36,6,4,6,16576,2.000,1
mm_2.bz2,36,6,4,6,16576,9.994,0
mm_1.bz2,36,6,4,7,18944,1.926,1
mm_2.bz2,36,6,4,7,18944,9.994,0
mm_1.bz2,36,6,4,8,21312,1.928,1
mm_2.bz2,36,6,4,8,21312,9.994,0
mm_1.bz2,36,6,4,9,23680,1.928,1
mm_2.bz2,36,6,4,9,23680,9.994,0
mm_1.bz2,36,6,4,10,26048,1.928,1
mm_2.bz2,36,6,4,10,26048,9.994,0
mm_1.bz2,36,6,4,11,28416,1.928,1
mm_2.bz2,36,6,4,11,28416,9.994,0
mm_1.bz2,36,6,4,12,30784,1.928,1
mm_2.bz2,36,6,4,12,30784,9.994,0
mm_1.bz2,36,6,5,6,16576,2.052,1
mm_2.bz2,36,6,5,6,16576,10.228,0
mm_1.bz2,36,6,5,7,18944,1.841,1
mm_2.bz2,36,6,5,7,18944,10.238,0
mm_1.bz2,36,6,5,8,21312,1.806,1
mm_2.bz2,36,6,5,8,21312,10.238,0
mm_1.bz2,36,6,5,9,23680,1.807,1
mm_2.bz2,36,6,5,9,23680,10.238,0
mm_1.bz2,36,6,5,10,26048,1.807,1
mm_2.bz2,36,6,5,10,26048,10.238,0
mm_1.bz2,36,6,5,11,28416,1.807,1
mm_2.bz2,36,6,5,11,28416,10.238,0
mm_1.bz2,36,6,5,12,30784,1.807,1
mm_2.bz2,36,6,5,12,30784,10.238,0
mm_1.bz2,36,6,6,6,16576,3.196,0
mm_1.bz2,36,6,6,7,18944,1.997,1
mm_2.bz2,36,6,6,7,18944,10.876,0
mm_1.bz2,36,6,6,8,21312,1.854,1
mm_2.bz2,36,6,6,8,21312,10.865,0
mm_1.bz2,36,6,6,9,23680,1.853,1
mm_2.bz2,36,6,6,9,23680,10.865,0
mm_1.bz2,36,6,6,10,26048,1.853,1
mm_2.bz2,36,6,6,10,26048,10.865,0
mm_1.bz2,36,6,6,11,28416,1.853,1
mm_2.bz2,36,6,6,11,28416,10.865,0
mm_1.bz2,36,6,6,12,30784,1.853,1
mm_2.bz2,36,6,6,12,30784,10.865,0
mm_1.bz2,36,7,4,6,33152,1.893,1
mm_2.bz2,36,7,4,6,33152,8.398,1
fp_1.bz2,36,7,4,6,33152,0.836,1
fp_2.bz2,36,7,4,6,33152,1.060,1
int_1.bz2,36,7,4,6,33152,9.827,1
int_2.bz2,36,7,4,6,33152,0.349,1
mm_1.bz2,36,7,4,7,37888,1.823,1
mm_2.bz2,36,7,4,7,37888,8.396,1
fp_1.bz2,36,7,4,7,37888,0.836,1
fp_2.bz2,36,7,4,7,37888,1.060,1
int_1.bz2,36,7,4,7,37888,9.627,1
int_2.bz2,36,7,4,7,37888,0.349,1
mm_1.bz2,36,7,4,8,42624,1.823,1
mm_2.bz2,36,7,4,8,42624,8.396,1
fp_1.bz2,36,7,4,8,42624,0.836,1
fp_2.bz2,36,7,4,8,42624,1.060,1
int_1.bz2,36,7,4,8,42624,9.580,1
int_2.bz2,36,7,4,8,42624,0.349,1
mm_1.bz2,36,7,4,9,47360,1.823,1
mm_2.bz2,36,7,4,9,47360,8.396,1
fp_1.bz2,36,7,4,9,47360,0.836,1
fp_2.bz2,36,7,4,9,47360,1.060,1
int_1.bz2,36,7,4,9,47360,9.580,1
int_2.bz2,36,7,4,9,47360,0.349,1
mm_1.bz2,36,7,4,10,52096,1.823,1
mm_2.bz2,36,7,4,10,52096,8.396,1
fp_1.bz2,36,7,4,10,52096,0.836,1
fp_2.bz2,36,7,4,10,52096,1.060,1
int_1.bz2,36,7,4,10,52096,9.580,1
int_2.bz2,36,7,4,10,52096,0.349,1
mm_1.bz2,36,7,4,11,56832,1.823,1
mm_2.bz2,36,7,4,11,56832,8.396,1
fp_1.bz2,36,7,4,11,56832,0.836,1
fp_2.bz2,36,7,4,11,56832,1.060,1
int_1.bz2,36,7,4,11,56832,9.580,1
int_2.bz2,36,7,4,11,56832,0.349,1
mm_1.bz2,36,7,4,12,61568,1.823,1
mm_2.bz2,36,7,4,12,61568,8.396,1
fp_1.bz2,36,7,4,12,61568,0.836,1
fp_2.bz2,36,7,4,12,61568,1.060,1
int_1.bz2,36,7,4,12,61568,9.580,1
int_2.bz2,36,7,4,12,61568,0.349,1
mm_1.bz2,36,7,5,6,33152,1.924,1
mm_2.bz2,36,7,5,6,33152,8.500,0
mm_1.bz2,36,7,5,7,37888,1.724,1
mm_2.bz2,36,7,5,7,37888,8.484,0
mm_1.bz2,36,7,5,8,42624,1.754,1
mm_2.bz2,36,7,5,8,42624,8.484,0
mm_1.bz2,36,7,5,9,47360,1.754,1
mm_2.bz2,36,7,5,9,47360,8.484,0
mm_1.bz2,36,7,5,10,52096,1.754,1
mm_2.bz2,36,7,5,10,52096,8.484,0
mm_1.bz2,36,7,5,11,56832,1.754,1
mm_2.bz2,36,7,5,11,56832,8.484,0
mm_1.bz2,36,7,5,12,61568,1.754,1
mm_2.bz2,36,7,5,12,61568,8.484,0
mm_1.bz2,36,7,6,6,33152,2.723,0
mm_1.bz2,36,7,6,7,37888,1.898,1
mm_2.bz2,36,7,6,7,37888,8.943,0
mm_1.bz2,36,7,6,8,42624,1.837,1
mm_2.bz2,36,7,6,8,42624,8.942,0
mm_1.bz2,36,7,6,9,47360,1.836,1
mm_2.bz2,36,7,6,9,47360,8.942,0
mm_1.bz2,36,7,6,10,52096,1.836,1
mm_2.bz2,36,7,6,10,52096,8.942,0
mm_1.bz2,36,7,6,11,56832,1.836,1
mm_2.bz2,36,7,6,11,56832,8.942,0
mm_1.bz2,36,7,6,12,61568,1.836,1
mm_2.bz2,36,7,6,12,61568,8.942,0
mm_1.bz2,37,6,4,6,17024,1.959,1
mm_2.bz2,37,6,4,6,17024,10.020,0
mm_1.bz2,37,6,4,7,19456,1.867,1
mm_2.bz2,37,6,4,7,19456,10.024,0
mm_1.bz2,37,6,4,8,21888,1.859,1
mm_2.bz2,37,6,4,8,21888,10.024,0
mm_1.bz2,37,6,4,9,24320,1.859,1
mm_2.bz2,37,6,4,9,24320,10.024,0
mm_1.bz2,37,6,4,10,26752,1.859,1
mm_2.bz2,37,6,4,10,26752,10.024,0
mm_1.bz2,37,6,4,11,29184,1.859,1
mm_2.bz2,37,6,4,11,29184,10.024,0
mm_1.bz2,37,6,4,12,31616,1.859,1
mm_2.bz2,37,6,4,12,31616,10.024,0
mm_1.bz2,37,6,5,6,17024,2.060,1
mm_2.bz2,37,6,5,6,17024,10.222,0
mm_1.bz2,37,6,5,7,19456,1.821,1
mm_2.bz2,37,6,5,7,19456,10.214,0
mm_1.bz2,37,6,5,8,21888,1.788,1
mm_2.bz2,37,6,5,8,21888,10.214,0
mm_1.bz2,37,6,5,9,24320,1.788,1
mm_2.bz2,37,6,5,9,24320,10.214,0
mm_1.bz2,37,6,5,10,26752,1.788,1
mm_2.bz2,37,6,5,10,26752,10.214,0
mm_1.bz2,37,6,5,11,29184,1.788,1
mm_2.bz2,37,6,5,11,29184,10.214,0
mm_1.bz2,37,6,5,12,31616,1.788,1
mm_2.bz2,37,6,5,12,31616,10.214,0
mm_1.bz2,37,6,6,6,17024,3.064,0
mm_1.bz2,37,6,6,7,19456,2.040,1
mm_2.bz2,37,6,6,7,19456,10.836,0
mm_1.bz2,37,6,6,8,21888,1.854,1
mm_2.bz2,37,6,6,8,21888,10.828,0
mm_1.bz2,37,6,6,9,24320,1.853,1
mm_2.bz2,37,6,6,9,24320,10.828,0
mm_1.bz2,37,6,6,10,26752,1.853,1
mm_2.bz2,37,6,6,10,26752,10.828,0
mm_1.bz2,37,6,6,11,29184,1.853,1
mm_2.bz2,37,6,6,11,29184,10.828,0
mm_1.bz2,37,6,6,12,31616,1.853,1
mm_2.bz2,37,6,6,12,31616,10.828,0
mm_1.bz2,37,7,4,6,34048,1.860,1
mm_2.bz2,37,7,4,6,34048,8.404,1
fp_1.bz2,37,7,4,6,34048,0.837,1
fp_2.bz2,37,7,4,6,34048,1.213,1
int_1.bz2,37,7,4,6,34048,9.842,1
int_2.bz2,37,7,4,6,34048,0.352,1
mm_1.bz2,37,7,4,7,38912,1.797,1
mm_2.bz2,37,7,4,7,38912,8.405,1
fp_1.bz2,37,7,4,7,38912,0.837,1
fp_2.bz2,37,7,4,7,38912,1.213,1
int_1.bz2,37,7,4,7,38912,9.631,1
int_2.bz2,37,7,4,7,38912,0.352,1
mm_1.bz2,37,7,4,8,43776,1.797,1
mm_2.bz2,37,7,4,8,43776,8.405,1
fp_1.bz2,37,7,4,8,43776,0.837,1
fp_2.bz2,37,7,4,8,43776,1.213,1
int_1.bz2,37,7,4,8,43776,9.585,1
int_2.bz2,37,7,4,8,43776,0.352,1
mm_1.bz2,37,7,4,9,48640,1.797,1
mm_2.bz2,37,7,4,9,48640,8.405,1
fp_1.bz2,37,7,4,9,48640,0.837,1
fp_2.bz2,37,7,4,9,48640,1.213,1
int_1.bz2,37,7,4,9,48640,9.585,1
int_2.bz2,37,7,4,9,48640,0.352,1
mm_1.bz2,37,7,4,10,53504,1.797,1
mm_2.bz2,37,7,4,10,53504,8.405,1
fp_1.bz2,37,7,4,10,53504,0.837,1
fp_2.bz2,37,7,4,10,53504,1.213,1
int_1.bz2,37,7,4,10,53504,9.585,1
int_2.bz2,37,7,4,10,53504,0.352,1
mm_1.bz2,37,7,4,11,58368,1.797,1
mm_2.bz2,37,7,4,11,58368,8.405,1
fp_1.bz2,37,7,4,11,58368,0.837,1
fp_2.bz2,37,7,4,11,58368,1.213,1
int_1.bz2,37,7,4,11,58368,9.585,1
int_2.bz2,37,7,4,11,58368,0.352,1
mm_1.bz2,37,7,4,12,63232,1.797,1
mm_2.bz2,37,7,4,12,63232,8.405,1
fp_1.bz2,37,7,4,12,63232,0.837,1
fp_2.bz2,37,7,4,12,63232,1.213,1
int_1.bz2,37,7,4,12,63232,9.585,1
int_2.bz2,37,7,4,12,63232,0.352,1
mm_1.bz2,37,7,5,6,34048,1.960,1
mm_2.bz2,37,7,5,6,34048,8.469,1
fp_1.bz2,37,7,5,6,34048,0.858,1
fp_2.bz2,37,7,5,6,34048,0.972,1
int_1.bz2,37,7,5,6,34048,9.598,1
int_2.bz2,37,7,5,6,34048,0.326,1
mm_1.bz2,37,7,5,7,38912,1.735,1
mm_2.bz2,37,7,5,7,38912,8.462,1
fp_1.bz2,37,7,5,7,38912,0.841,1
fp_2.bz2,37,7,5,7,38912,0.972,1
int_1.bz2,37,7,5,7,38912,9.158,1
int_2.bz2,37,7,5,7,38912,0.324,1
mm_1.bz2,37,7,5,8,43776,1.736,1
mm_2.bz2,37,7,5,8,43776,8.462,1
fp_1.bz2,37,7,5,8,43776,0.841,1
fp_2.bz2,37,7,5,8,43776,0.972,1
int_1.bz2,37,7,5,8,43776,9.033,1
int_2.bz2,37,7,5,8,43776,0.324,1
mm_1.bz2,37,7,5,9,48640,1.736,1
mm_2.bz2,37,7,5,9,48640,8.462,1
fp_1.bz2,37,7,5,9,48640,0.841,1
fp_2.bz2,37,7,5,9,48640,0.972,1
int_1.bz2,37,7,5,9,48640,9.022,1
int_2.bz2,37,7,5,9,48640,0.324,1
mm_1.bz2,37,7,5,10,53504,1.736,1
mm_2.bz2,37,7,5,10,53504,8.462,1
fp_1.bz2,37,7,5,10,53504,0.841,1
fp_2.bz2,37,7,5,10,53504,0.972,1
int_1.bz2,37,7,5,10,53504,9.022,1
int_2.bz2,37,7,5,10,53504,0.324,1
mm_1.bz2,37,7,5,11,58368,1.736,1
mm_2.bz2,37,7,5,11,58368,8.462,1
fp_1.bz2,37,7,5,11,58368,0.841,1
fp_2.bz2,37,7,5,11,58368,0.972,1
int_1.bz2,37,7,5,11,58368,9.022,1
int_2.bz2,37,7,5,11,58368,0.324,1
mm_1.bz2,37,7,5,12,63232,1.736,1
mm_2.bz2,37,7,5,12,63232,8.462,1
fp_1.bz2,37,7,5,12,63232,0.841,1
fp_2.bz2,37,7,5,12,63232,0.972,1
int_1.bz2,37,7,5,12,63232,9.022,1
int_2.bz2,37,7,5,12,63232,0.324,1
mm_1.bz2,37,7,6,6,34048,2.545,1
mm_2.bz2,37,7,6,6,34048,9.061,0
mm_1.bz2,37,7,6,7,38912,1.848,1
mm_2.bz2,37,7,6,7,38912,8.898,0
mm_1.bz2,37,7,6,8,43776,1.733,1
mm_2.bz2,37,7,6,8,43776,8.899,0
mm_1.bz2,37,7,6,9,48640,1.733,1
mm_2.bz2,37,7,6,9,48640,8.899,0
mm_1.bz2,37,7,6,10,53504,1.733,1
mm_2.bz2,37,7,6,10,53504,8.899,0
mm_1.bz2,37,7,6,11,58368,1.733,1
mm_2.bz2,37,7,6,11,58368,8.899,0
mm_1.bz2,37,7,6,12,63232,1.733,1
mm_2.bz2,37,7,6,12,63232,8.899,0
mm_1.bz2,38,6,4,6,17472,1.997,1
mm_2.bz2,38,6,4,6,17472,10.019,0
mm_1.bz2,38,6,4,7,19968,1.933,1
mm_2.bz2,38,6,4,7,19968,10.021,0
mm_1.bz2,38,6,4,8,22464,1.915,1
mm_2.bz2,38,6,4,8,22464,10.021,0
mm_1.bz2,38,6,4,9,24960,1.915,1
mm_2.bz2,38,6,4,9,24960,10.021,0
mm_1.bz2,38,6,4,10,27456,1.915,1
mm_2.bz2,38,6,4,10,27456,10.021,0
mm_1.bz2,38,6,4,11,29952,1.915,1
mm_2.bz2,38,6,4,11,29952,10.021,0
mm_1.bz2,38,6,4,12,32448,1.915,1
mm_2.bz2,38,6,4,12,32448,10.021,0
mm_1.bz2,38,6,5,6,17472,2.110,1
mm_2.bz2,38,6,5,6,17472,10.196,0
mm_1.bz2,38,6,5,7,19968,1.825,1
mm_2.bz2,38,6,5,7,19968,10.191,0
mm_1.bz2,38,6,5,8,22464,1.815,1
mm_2.bz2,38,6,5,8,22464,10.192,0
mm_1.bz2,38,6,5,9,24960,1.815,1
mm_2.bz2,38,6,5,9,24960,10.192,0
mm_1.bz2,38,6,5,10,27456,1.815,1
mm_2.bz2,38,6,5,10,27456,10.192,0
mm_1.bz2,38,6,5,11,29952,1.815,1
mm_2.bz2,38,6,5,11,29952,10.192,0
mm_1.bz2,38,6,5,12,32448,1.815,1
mm_2.bz2,38,6,5,12,32448,10.192,0
mm_1.bz2,38,6,6,6,17472,3.181,0
mm_1.bz2,38,6,6,7,19968,2.018,1
mm_2.bz2,38,6,6,7,19968,10.816,0
mm_1.bz2,38,6,6,8,22464,1.860,1
mm_2.bz2,38,6,6,8,22464,10.812,0
mm_1.bz2,38,6,6,9,24960,1.859,1
mm_2.bz2,38,6,6,9,24960,10.812,0
mm_1.bz2,38,6,6,10,27456,1.859,1
mm_2.bz2,38,6,6,10,27456,10.812,0
mm_1.bz2,38,6,6,11,29952,1.859,1
mm_2.bz2,38,6,6,11,29952,10.812,0
mm_1.bz2,38,6,6,12,32448,1.859,1
mm_2.bz2,38,6,6,12,32448,10.812,0
mm_1.bz2,38,7,4,6,34944,1.875,1
mm_2.bz2,38,7,4,6,34944,8.411,1
fp_1.bz2,38,7,4,6,34944,0.838,1
fp_2.bz2,38,7,4,6,34944,1.080,1
int_1.bz2,38,7,4,6,34944,9.855,1
int_2.bz2,38,7,4,6,34944,0.348,1
mm_1.bz2,38,7,4,7,39936,1.824,1
mm_2.bz2,38,7,4,7,39936,8.412,1
fp_1.bz2,38,7,4,7,39936,0.838,1
fp_2.bz2,38,7,4,7,39936,1.080,1
int_1.bz2,38,7,4,7,39936,9.634,1
int_2.bz2,38,7,4,7,39936,0.348,1
mm_1.bz2,38,7,4,8,44928,1.824,1
mm_2.bz2,38,7,4,8,44928,8.412,1
fp_1.bz2,38,7,4,8,44928,0.838,1
fp_2.bz2,38,7,4,8,44928,1.080,1
int_1.bz2,38,7,4,8,44928,9.586,1
int_2.bz2,38,7,4,8,44928,0.348,1
mm_1.bz2,38,7,4,9,49920,1.824,1
mm_2.bz2,38,7,4,9,49920,8.412,1
fp_1.bz2,38,7,4,9,49920,0.838,1
fp_2.bz2,38,7,4,9,49920,1.080,1
int_1.bz2,38,7,4,9,49920,9.586,1
int_2.bz2,38,7,4,9,49920,0.348,1
mm_1.bz2,38,7,4,10,54912,1.824,1
mm_2.bz2,38,7,4,10,54912,8.412,1
fp_1.bz2,38,7,4,10,54912,0.838,1
fp_2.bz2,38,7,4,10,54912,1.080,1
int_1.bz2,38,7,4,10,54912,9.586,1
int_2.bz2,38,7,4,10,54912,0.348,1
mm_1.bz2,38,7,4,11,59904,1.824,1
mm_2.bz2,38,7,4,11,59904,8.412,1
fp_1.bz2,38,7,4,11,59904,0.838,1
fp_2.bz2,38,7,4,11,59904,1.080,1
int_1.bz2,38,7,4,11,59904,9.586,1
int_2.bz2,38,7,4,11,59904,0.348,1
mm_1.bz2,38,7,5,6,34944,1.998,1
mm_2.bz2,38,7,5,6,34944,8.461,1
fp_1.bz2,38,7,5,6,34944,0.862,1
fp_2.bz2,38,7,5,6,34944,0.971,1
int_1.bz2,38,7,5,6,34944,9.578,1
int_2.bz2,38,7,5,6,34944,0.337,1
mm_1.bz2,38,7,5,7,39936,1.757,1
mm_2.bz2,38,7,5,7,39936,8.451,1
fp_1.bz2,38,7,5,7,39936,0.841,1
fp_2.bz2,38,7,5,7,39936,0.971,1
int_1.bz2,38,7,5,7,39936,9.143,1
int_2.bz2,38,7,5,7,39936,0.337,1
mm_1.bz2,38,7,5,8,44928,1.746,1
mm_2.bz2,38,7,5,8,44928,8.451,1
fp_1.bz2,38,7,5,8,44928,0.841,1
fp_2.bz2,38,7,5,8,44928,0.971,1
int_1.bz2,38,7,5,8,44928,9.020,1
int_2.bz2,38,7,5,8,44928,0.337,1
mm_1.bz2,38,7,5,9,49920,1.746,1
mm_2.bz2,38,7,5,9,49920,8.451,1
fp_1.bz2,38,7,5,9,49920,0.841,1
fp_2.bz2,38,7,5,9,49920,0.971,1
int_1.bz2,38,7,5,9,49920,9.009,1
int_2.bz2,38,7,5,9,49920,0.337,1
mm_1.bz2,38,7,5,10,54912,1.746,1
mm_2.bz2,38,7,5,10,54912,8.451,1
fp_1.bz2,38,7,5,10,54912,0.841,1
fp_2.bz2,38,7,5,10,54912,0.971,1
int_1.bz2,38,7,5,10,54912,9.009,1
int_2.bz2,38,7,5,10,54912,0.337,1
mm_1.bz2,38,7,5,11,59904,1.746,1
mm_2.bz2,38,7,5,11,59904,8.451,1
fp_1.bz2,38,7,5,11,59904,0.841,1
fp_2.bz2,38,7,5,11,59904,0.971,1
int_1.bz2,38,7,5,11,59904,9.009,1
int_2.bz2,38,7,5,11,59904,0.337,1
mm_1.bz2,38,7,6,6,34944,2.540,1
mm_2.bz2,38,7,6,6,34944,9.019,0
mm_1.bz2,38,7,6,7,39936,1.838,1
mm_2.bz2,38,7,6,7,39936,8.882,0
mm_1.bz2,38,7,6,8,44928,1.739,1
mm_2.bz2,38,7,6,8,44928,8.880,0
mm_1.bz2,38,7,6,9,49920,1.739,1
mm_2.bz2,38,7,6,9,49920,8.880,0
mm_1.bz2,38,7,6,10,54912,1.739,1
mm_2.bz2,38,7,6,10,54912,8.880,0
mm_1.bz2,38,7,6,11,59904,1.739,1
mm_2.bz2,38,7,6,11,59904,8.880,0
mm_1.bz2,39,6,4,6,17920,2.052,1
mm_2.bz2,39,6,4,6,17920,10.051,0
mm_1.bz2,39,6,4,7,20480,1.952,1
mm_2.bz2,39,6,4,7,20480,10.041,0
mm_1.bz2,39,6,4,8,23040,1.964,1
mm_2.bz2,39,6,4,8,23040,10.041,0
mm_1.bz2,39,6,4,9,25600,1.964,1
mm_2.bz2,39,6,4,9,25600,10.041,0
mm_1.bz2,39,6,4,10,28160,1.964,1
mm_2.bz2,39,6,4,10,28160,10.041,0
mm_1.bz2,39,6,4,11,30720,1.964,1
mm_2.bz2,39,6,4,11,30720,10.041,0
mm_1.bz2,39,6,4,12,33280,1.964,1
mm_2.bz2,39,6,4,12,33280,10.041,0
mm_1.bz2,39,6,5,6,17920,2.141,1
mm_2.bz2,39,6,5,6,17920,10.206,0
mm_1.bz2,39,6,5,7,20480,1.886,1
mm_2.bz2,39,6,5,7,20480,10.188,0
mm_1.bz2,39,6,5,8,23040,1.842,1
mm_2.bz2,39,6,5,8,23040,10.188,0
mm_1.bz2,39,6,5,9,25600,1.844,1
mm_2.bz2,39,6,5,9,25600,10.188,0
mm_1.bz2,39,6,5,10,28160,1.844,1
mm_2.bz2,39,6,5,10,28160,10.188,0
mm_1.bz2,39,6,5,11,30720,1.844,1
mm_2.bz2,39,6,5,11,30720,10.188,0
mm_1.bz2,39,6,5,12,33280,1.844,1
mm_2.bz2,39,6,5,12,33280,10.188,0
mm_1.bz2,39,6,6,6,17920,3.166,0
mm_1.bz2,39,6,6,7,20480,2.040,1
mm_2.bz2,39,6,6,7,20480,10.799,0
mm_1.bz2,39,6,6,8,23040,1.850,1
mm_2.bz2,39,6,6,8,23040,10.794,0
mm_1.bz2,39,6,6,9,25600,1.846,1
mm_2.bz2,39,6,6,9,25600,10.794,0
mm_1.bz2,39,6,6,10,28160,1.846,1
mm_2.bz2,39,6,6,10,28160,10.794,0
mm_1.bz2,39,6,6,11,30720,1.846,1
mm_2.bz2,39,6,6,11,30720,10.794,0
mm_1.bz2,39,6,6,12,33280,1.846,1
mm_2.bz2,39,6,6,12,33280,10.794,0
mm_1.bz2,39,7,4,6,35840,1.943,1
mm_2.bz2,39,7,4,6,35840,8.404,1
fp_1.bz2,39,7,4,6,35840,0.839,1
fp_2.bz2,39,7,4,6,35840,0.988,1
int_1.bz2,39,7,4,6,35840,9.851,1
int_2.bz2,39,7,4,6,35840,0.353,1
mm_1.bz2,39,7,4,7,40960,1.857,1
mm_2.bz2,39,7,4,7,40960,8.403,1
fp_1.bz2,39,7,4,7,40960,0.839,1
fp_2.bz2,39,7,4,7,40960,0.988,1
int_1.bz2,39,7,4,7,40960,9.625,1
int_2.bz2,39,7,4,7,40960,0.353,1
mm_1.bz2,39,7,4,8,46080,1.857,1
mm_2.bz2,39,7,4,8,46080,8.403,1
fp_1.bz2,39,7,4,8,46080,0.839,1
fp_2.bz2,39,7,4,8,46080,0.988,1
int_1.bz2,39,7,4,8,46080,9.574,1
int_2.bz2,39,7,4,8,46080,0.353,1
mm_1.bz2,39,7,4,9,51200,1.857,1
mm_2.bz2,39,7,4,9,51200,8.403,1
fp_1.bz2,39,7,4,9,51200,0.839,1
fp_2.bz2,39,7,4,9,51200,0.988,1
int_1.bz2,39,7,4,9,51200,9.573,1
int_2.bz2,39,7,4,9,51200,0.353,1
mm_1.bz2,39,7,4,10,56320,1.857,1
mm_2.bz2,39,7,4,10,56320,8.403,1
fp_1.bz2,39,7,4,10,56320,0.839,1
fp_2.bz2,39,7,4,10,56320,0.988,1
int_1.bz2,39,7,4,10,56320,9.573,1
int_2.bz2,39,7,4,10,56320,0.353,1
mm_1.bz2,39,7,4,11,61440,1.857,1
mm_2.bz2,39,7,4,11,61440,8.403,1
fp_1.bz2,39,7,4,11,61440,0.839,1
fp_2.bz2,39,7,4,11,61440,0.988,1
int_1.bz2,39,7,4,11,61440,9.573,1
int_2.bz2,39,7,4,11,61440,0.353,1
mm_1.bz2,39,7,5,6,35840,1.964,1
mm_2.bz2,39,7,5,6,35840,8.445,1
fp_1.bz2,39,7,5,6,35840,0.864,1
fp_2.bz2,39,7,5,6,35840,0.971,1
int_1.bz2,39,7,5,6,35840,9.590,1
int_2.bz2,39,7,5,6,35840,0.337,1
mm_1.bz2,39,7,5,7,40960,1.727,1
mm_2.bz2,39,7,5,7,40960,8.439,1
