trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate,better_than_tournament
mm_1.bz2,24,6,5,5,9600,4.859,0
mm_2.bz2,24,6,5,5,9600,10.702,0
fp_1.bz2,24,6,5,5,9600,0.980,1
fp_2.bz2,24,6,5,5,9600,1.478,1
int_1.bz2,24,6,5,5,9600,12.922,0
int_2.bz2,24,6,5,5,9600,0.379,1
mm_1.bz2,24,6,5,6,11200,3.247,0
mm_2.bz2,24,6,5,6,11200,10.548,0
fp_1.bz2,24,6,5,6,11200,0.844,1
fp_2.bz2,24,6,5,6,11200,1.003,1
int_1.bz2,24,6,5,6,11200,11.625,1
int_2.bz2,24,6,5,6,11200,0.352,1
mm_1.bz2,24,6,5,7,12800,2.808,0
mm_2.bz2,24,6,5,7,12800,10.544,0
fp_1.bz2,24,6,5,7,12800,0.844,1
fp_2.bz2,24,6,5,7,12800,0.980,1
int_1.bz2,24,6,5,7,12800,11.294,1
int_2.bz2,24,6,5,7,12800,0.349,1
mm_1.bz2,24,6,5,8,14400,2.699,0
mm_2.bz2,24,6,5,8,14400,10.544,0
fp_1.bz2,24,6,5,8,14400,0.844,1
fp_2.bz2,24,6,5,8,14400,0.980,1
int_1.bz2,24,6,5,8,14400,11.269,1
int_2.bz2,24,6,5,8,14400,0.349,1
mm_1.bz2,24,6,5,9,16000,2.680,0
mm_2.bz2,24,6,5,9,16000,10.544,0
fp_1.bz2,24,6,5,9,16000,0.844,1
fp_2.bz2,24,6,5,9,16000,0.980,1
int_1.bz2,24,6,5,9,16000,11.269,1
int_2.bz2,24,6,5,9,16000,0.349,1
mm_1.bz2,24,6,6,5,9600,6.911,0
mm_2.bz2,24,6,6,5,9600,12.171,0
fp_1.bz2,24,6,6,5,9600,1.057,0
fp_2.bz2,24,6,6,5,9600,2.734,1
int_1.bz2,24,6,6,5,9600,14.596,0
int_2.bz2,24,6,6,5,9600,0.499,0
mm_1.bz2,24,6,6,6,11200,4.701,0
mm_2.bz2,24,6,6,6,11200,11.585,0
fp_1.bz2,24,6,6,6,11200,0.968,1
fp_2.bz2,24,6,6,6,11200,1.521,1
int_1.bz2,24,6,6,6,11200,12.394,1
int_2.bz2,24,6,6,6,11200,0.404,1
mm_1.bz2,24,6,6,7,12800,3.324,0
mm_2.bz2,24,6,6,7,12800,11.457,0
fp_1.bz2,24,6,6,7,12800,0.854,1
fp_2.bz2,24,6,6,7,12800,1.012,1
int_1.bz2,24,6,6,7,12800,11.324,1
int_2.bz2,24,6,6,7,12800,0.388,1
mm_1.bz2,24,6,6,8,14400,3.000,0
mm_2.bz2,24,6,6,8,14400,11.454,0
fp_1.bz2,24,6,6,8,14400,0.854,1
fp_2.bz2,24,6,6,8,14400,0.998,1
int_1.bz2,24,6,6,8,14400,11.133,1
int_2.bz2,24,6,6,8,14400,0.386,1
mm_1.bz2,24,6,6,9,16000,2.984,0
mm_2.bz2,24,6,6,9,16000,11.454,0
fp_1.bz2,24,6,6,9,16000,0.854,1
fp_2.bz2,24,6,6,9,16000,0.998,1
int_1.bz2,24,6,6,9,16000,11.120,1
int_2.bz2,24,6,6,9,16000,0.386,1
mm_1.bz2,24,6,7,5,9600,9.688,0
mm_2.bz2,24,6,7,5,9600,14.907,0
fp_1.bz2,24,6,7,5,9600,1.480,0
fp_2.bz2,24,6,7,5,9600,4.735,0
int_1.bz2,24,6,7,5,9600,17.577,0
int_2.bz2,24,6,7,5,9600,0.662,0
mm_1.bz2,24,6,7,6,11200,6.832,0
mm_2.bz2,24,6,7,6,11200,13.320,0
fp_1.bz2,24,6,7,6,11200,1.045,0
fp_2.bz2,24,6,7,6,11200,2.500,1
int_1.bz2,24,6,7,6,11200,14.318,0
int_2.bz2,24,6,7,6,11200,0.523,0
mm_1.bz2,24,6,7,7,12800,4.615,0
mm_2.bz2,24,6,7,7,12800,12.689,0
fp_1.bz2,24,6,7,7,12800,0.949,1
fp_2.bz2,24,6,7,7,12800,1.390,1
int_1.bz2,24,6,7,7,12800,12.336,1
int_2.bz2,24,6,7,7,12800,0.462,0
mm_1.bz2,24,6,7,8,14400,3.429,0
mm_2.bz2,24,6,7,8,14400,12.576,0
fp_1.bz2,24,6,7,8,14400,0.877,1
fp_2.bz2,24,6,7,8,14400,1.052,1
int_1.bz2,24,6,7,8,14400,11.409,1
int_2.bz2,24,6,7,8,14400,0.453,0
mm_1.bz2,24,6,7,9,16000,3.245,0
mm_2.bz2,24,6,7,9,16000,12.571,0
fp_1.bz2,24,6,7,9,16000,0.877,1
fp_2.bz2,24,6,7,9,16000,1.037,1
int_1.bz2,24,6,7,9,16000,11.304,1
int_2.bz2,24,6,7,9,16000,0.453,0
mm_1.bz2,24,6,8,5,9600,16.954,0
mm_2.bz2,24,6,8,5,9600,19.046,0
fp_1.bz2,24,6,8,5,9600,1.778,0
fp_2.bz2,24,6,8,5,9600,12.323,0
int_1.bz2,24,6,8,5,9600,22.319,0
int_2.bz2,24,6,8,5,9600,0.850,0
mm_1.bz2,24,6,8,6,11200,9.599,0
mm_2.bz2,24,6,8,6,11200,16.297,0
fp_1.bz2,24,6,8,6,11200,1.457,0
fp_2.bz2,24,6,8,6,11200,4.903,0
int_1.bz2,24,6,8,6,11200,17.571,0
int_2.bz2,24,6,8,6,11200,0.681,0
mm_1.bz2,24,6,8,7,12800,6.939,0
mm_2.bz2,24,6,8,7,12800,14.596,0
fp_1.bz2,24,6,8,7,12800,1.016,0
fp_2.bz2,24,6,8,7,12800,2.487,1
int_1.bz2,24,6,8,7,12800,14.376,0
int_2.bz2,24,6,8,7,12800,0.582,0
mm_1.bz2,24,6,8,8,14400,4.812,0
mm_2.bz2,24,6,8,8,14400,13.947,0
fp_1.bz2,24,6,8,8,14400,0.966,1
fp_2.bz2,24,6,8,8,14400,1.451,1
int_1.bz2,24,6,8,8,14400,12.506,1
int_2.bz2,24,6,8,8,14400,0.558,0
mm_1.bz2,24,6,8,9,16000,3.671,0
mm_2.bz2,24,6,8,9,16000,13.844,0
fp_1.bz2,24,6,8,9,16000,0.916,1
fp_2.bz2,24,6,8,9,16000,1.116,1
int_1.bz2,24,6,8,9,16000,11.754,1
int_2.bz2,24,6,8,9,16000,0.555,0
mm_1.bz2,24,7,5,5,19200,3.886,0
mm_2.bz2,24,7,5,5,19200,9.041,0
fp_1.bz2,24,7,5,5,19200,0.973,1
fp_2.bz2,24,7,5,5,19200,1.477,1
int_1.bz2,24,7,5,5,19200,11.279,1
int_2.bz2,24,7,5,5,19200,0.347,1
mm_1.bz2,24,7,5,6,22400,2.823,0
mm_2.bz2,24,7,5,6,22400,8.834,0
fp_1.bz2,24,7,5,6,22400,0.838,1
fp_2.bz2,24,7,5,6,22400,1.002,1
int_1.bz2,24,7,5,6,22400,9.950,1
int_2.bz2,24,7,5,6,22400,0.328,1
mm_1.bz2,24,7,5,7,25600,2.695,0
mm_2.bz2,24,7,5,7,25600,8.829,0
fp_1.bz2,24,7,5,7,25600,0.838,1
fp_2.bz2,24,7,5,7,25600,0.978,1
int_1.bz2,24,7,5,7,25600,9.572,1
int_2.bz2,24,7,5,7,25600,0.328,1
mm_1.bz2,24,7,5,8,28800,2.589,0
mm_2.bz2,24,7,5,8,28800,8.829,0
fp_1.bz2,24,7,5,8,28800,0.838,1
fp_2.bz2,24,7,5,8,28800,0.978,1
int_1.bz2,24,7,5,8,28800,9.440,1
int_2.bz2,24,7,5,8,28800,0.328,1
mm_1.bz2,24,7,5,9,32000,2.585,0
mm_2.bz2,24,7,5,9,32000,8.829,0
fp_1.bz2,24,7,5,9,32000,0.838,1
fp_2.bz2,24,7,5,9,32000,0.978,1
int_1.bz2,24,7,5,9,32000,9.430,1
int_2.bz2,24,7,5,9,32000,0.328,1
mm_1.bz2,24,7,6,5,19200,5.240,0
mm_2.bz2,24,7,6,5,19200,10.322,0
fp_1.bz2,24,7,6,5,19200,1.092,0
fp_2.bz2,24,7,6,5,19200,2.731,1
int_1.bz2,24,7,6,5,19200,12.748,0
int_2.bz2,24,7,6,5,19200,0.423,1
mm_1.bz2,24,7,6,6,22400,4.010,0
mm_2.bz2,24,7,6,6,22400,9.649,0
fp_1.bz2,24,7,6,6,22400,0.960,1
fp_2.bz2,24,7,6,6,22400,1.517,1
int_1.bz2,24,7,6,6,22400,10.818,1
int_2.bz2,24,7,6,6,22400,0.367,1
mm_1.bz2,24,7,6,7,25600,2.940,0
mm_2.bz2,24,7,6,7,25600,9.483,0
fp_1.bz2,24,7,6,7,25600,0.848,1
fp_2.bz2,24,7,6,7,25600,1.010,1
int_1.bz2,24,7,6,7,25600,9.733,1
int_2.bz2,24,7,6,7,25600,0.356,1
mm_1.bz2,24,7,6,8,28800,2.838,0
mm_2.bz2,24,7,6,8,28800,9.482,0
fp_1.bz2,24,7,6,8,28800,0.848,1
fp_2.bz2,24,7,6,8,28800,0.996,1
int_1.bz2,24,7,6,8,28800,9.461,1
int_2.bz2,24,7,6,8,28800,0.356,1
mm_1.bz2,24,7,6,9,32000,2.782,0
mm_2.bz2,24,7,6,9,32000,9.482,0
fp_1.bz2,24,7,6,9,32000,0.848,1
fp_2.bz2,24,7,6,9,32000,0.996,1
int_1.bz2,24,7,6,9,32000,9.377,1
int_2.bz2,24,7,6,9,32000,0.356,1
mm_1.bz2,24,7,7,5,19200,6.876,0
mm_2.bz2,24,7,7,5,19200,12.881,0
fp_1.bz2,24,7,7,5,19200,1.339,0
fp_2.bz2,24,7,7,5,19200,4.731,0
int_1.bz2,24,7,7,5,19200,15.516,0
int_2.bz2,24,7,7,5,19200,0.551,0
mm_1.bz2,24,7,7,6,22400,5.473,0
mm_2.bz2,24,7,7,6,22400,11.204,0
fp_1.bz2,24,7,7,6,22400,1.096,0
fp_2.bz2,24,7,7,6,22400,2.498,1
int_1.bz2,24,7,7,6,22400,12.560,1
int_2.bz2,24,7,7,6,22400,0.444,0
mm_1.bz2,24,7,7,7,25600,3.890,0
mm_2.bz2,24,7,7,7,25600,10.541,0
fp_1.bz2,24,7,7,7,25600,0.911,1
fp_2.bz2,24,7,7,7,25600,1.387,1
int_1.bz2,24,7,7,7,25600,10.804,1
int_2.bz2,24,7,7,7,25600,0.408,1
mm_1.bz2,24,7,7,8,28800,3.039,0
mm_2.bz2,24,7,7,8,28800,10.403,0
fp_1.bz2,24,7,7,8,28800,0.867,1
fp_2.bz2,24,7,7,8,28800,1.049,1
int_1.bz2,24,7,7,8,28800,9.880,1
int_2.bz2,24,7,7,8,28800,0.403,1
mm_1.bz2,24,7,7,9,32000,2.979,0
mm_2.bz2,24,7,7,9,32000,10.404,0
fp_1.bz2,24,7,7,9,32000,0.867,1
fp_2.bz2,24,7,7,9,32000,1.034,1
int_1.bz2,24,7,7,9,32000,9.628,1
int_2.bz2,24,7,7,9,32000,0.403,1
mm_1.bz2,24,7,8,5,19200,11.596,0
mm_2.bz2,24,7,8,5,19200,17.247,0
fp_1.bz2,24,7,8,5,19200,1.599,0
fp_2.bz2,24,7,8,5,19200,12.321,0
int_1.bz2,24,7,8,5,19200,19.570,0
int_2.bz2,24,7,8,5,19200,0.750,0
mm_1.bz2,24,7,8,6,22400,6.842,0
mm_2.bz2,24,7,8,6,22400,14.121,0
fp_1.bz2,24,7,8,6,22400,1.274,0
fp_2.bz2,24,7,8,6,22400,4.898,0
int_1.bz2,24,7,8,6,22400,15.583,0
int_2.bz2,24,7,8,6,22400,0.575,0
mm_1.bz2,24,7,8,7,25600,5.606,0
mm_2.bz2,24,7,8,7,25600,12.340,0
fp_1.bz2,24,7,8,7,25600,1.036,0
fp_2.bz2,24,7,8,7,25600,2.483,1
int_1.bz2,24,7,8,7,25600,12.659,0
int_2.bz2,24,7,8,7,25600,0.497,0
mm_1.bz2,24,7,8,8,28800,4.008,0
mm_2.bz2,24,7,8,8,28800,11.735,0
fp_1.bz2,24,7,8,8,28800,0.951,1
fp_2.bz2,24,7,8,8,28800,1.447,1
int_1.bz2,24,7,8,8,28800,11.025,1
int_2.bz2,24,7,8,8,28800,0.483,0
mm_1.bz2,24,7,8,9,32000,3.265,0
mm_2.bz2,24,7,8,9,32000,11.651,0
fp_1.bz2,24,7,8,9,32000,0.902,1
fp_2.bz2,24,7,8,9,32000,1.112,1
int_1.bz2,24,7,8,9,32000,10.225,1
int_2.bz2,24,7,8,9,32000,0.483,0
mm_1.bz2,24,8,5,5,38400,3.778,0
mm_2.bz2,24,8,5,5,38400,7.667,1
fp_1.bz2,24,8,5,5,38400,0.905,1
fp_2.bz2,24,8,5,5,38400,1.302,1
int_1.bz2,24,8,5,5,38400,10.093,1
int_2.bz2,24,8,5,5,38400,0.340,1
mm_1.bz2,24,8,5,6,44800,2.783,0
mm_2.bz2,24,8,5,6,44800,7.441,1
fp_1.bz2,24,8,5,6,44800,0.827,1
fp_2.bz2,24,8,5,6,44800,0.980,1
int_1.bz2,24,8,5,6,44800,8.583,1
int_2.bz2,24,8,5,6,44800,0.324,1
mm_1.bz2,24,8,5,7,51200,2.659,0
mm_2.bz2,24,8,5,7,51200,7.426,1
fp_1.bz2,24,8,5,7,51200,0.827,1
fp_2.bz2,24,8,5,7,51200,0.974,1
int_1.bz2,24,8,5,7,51200,8.221,1
int_2.bz2,24,8,5,7,51200,0.324,1
mm_1.bz2,24,8,5,8,57600,2.556,1
mm_2.bz2,24,8,5,8,57600,7.426,1
fp_1.bz2,24,8,5,8,57600,0.827,1
fp_2.bz2,24,8,5,8,57600,0.974,1
int_1.bz2,24,8,5,8,57600,8.175,1
int_2.bz2,24,8,5,8,57600,0.324,1
mm_1.bz2,24,8,5,9,64000,2.550,1
mm_2.bz2,24,8,5,9,64000,7.426,1
fp_1.bz2,24,8,5,9,64000,0.827,1
fp_2.bz2,24,8,5,9,64000,0.974,1
int_1.bz2,24,8,5,9,64000,8.174,1
int_2.bz2,24,8,5,9,64000,0.324,1
mm_1.bz2,24,8,6,5,38400,4.925,0
mm_2.bz2,24,8,6,5,38400,8.714,0
fp_1.bz2,24,8,6,5,38400,0.991,1
fp_2.bz2,24,8,6,5,38400,2.729,1
int_1.bz2,24,8,6,5,38400,11.516,1
int_2.bz2,24,8,6,5,38400,0.388,1
mm_1.bz2,24,8,6,6,44800,3.758,0
mm_2.bz2,24,8,6,6,44800,8.111,1
fp_1.bz2,24,8,6,6,44800,0.832,1
fp_2.bz2,24,8,6,6,44800,1.358,1
int_1.bz2,24,8,6,6,44800,9.615,1
int_2.bz2,24,8,6,6,44800,0.352,1
mm_1.bz2,24,8,6,7,51200,2.889,0
mm_2.bz2,24,8,6,7,51200,7.971,1
fp_1.bz2,24,8,6,7,51200,0.832,1
fp_2.bz2,24,8,6,7,51200,0.990,1
int_1.bz2,24,8,6,7,51200,8.351,1
int_2.bz2,24,8,6,7,51200,0.346,1
mm_1.bz2,24,8,6,8,57600,2.780,0
mm_2.bz2,24,8,6,8,57600,7.971,1
fp_1.bz2,24,8,6,8,57600,0.832,1
fp_2.bz2,24,8,6,8,57600,0.989,1
int_1.bz2,24,8,6,8,57600,8.124,1
int_2.bz2,24,8,6,8,57600,0.345,1
mm_1.bz2,24,8,6,9,64000,2.724,0
mm_2.bz2,24,8,6,9,64000,7.971,1
fp_1.bz2,24,8,6,9,64000,0.832,1
fp_2.bz2,24,8,6,9,64000,0.989,1
int_1.bz2,24,8,6,9,64000,8.098,1
int_2.bz2,24,8,6,9,64000,0.345,1
mm_1.bz2,24,8,7,5,38400,6.151,0
mm_2.bz2,24,8,7,5,38400,10.873,0
fp_1.bz2,24,8,7,5,38400,1.164,0
fp_2.bz2,24,8,7,5,38400,4.676,0
int_1.bz2,24,8,7,5,38400,13.960,0
int_2.bz2,24,8,7,5,38400,0.483,0
mm_1.bz2,24,8,7,6,44800,5.094,0
mm_2.bz2,24,8,7,6,44800,9.414,0
fp_1.bz2,24,8,7,6,44800,0.918,1
fp_2.bz2,24,8,7,6,44800,2.494,1
int_1.bz2,24,8,7,6,44800,11.264,1
int_2.bz2,24,8,7,6,44800,0.408,1
mm_1.bz2,24,8,7,7,51200,3.745,0
mm_2.bz2,24,8,7,7,51200,8.880,0
fp_1.bz2,24,8,7,7,51200,0.839,1
fp_2.bz2,24,8,7,7,51200,1.227,1
int_1.bz2,24,8,7,7,51200,9.513,1
int_2.bz2,24,8,7,7,51200,0.386,1
mm_1.bz2,24,8,7,8,57600,2.963,0
mm_2.bz2,24,8,7,8,57600,8.801,0
fp_1.bz2,24,8,7,8,57600,0.839,1
fp_2.bz2,24,8,7,8,57600,1.022,1
int_1.bz2,24,8,7,8,57600,8.464,1
int_2.bz2,24,8,7,8,57600,0.384,1
mm_1.bz2,24,8,7,9,64000,2.910,0
mm_2.bz2,24,8,7,9,64000,8.800,0
fp_1.bz2,24,8,7,9,64000,0.839,1
fp_2.bz2,24,8,7,9,64000,1.021,1
int_1.bz2,24,8,7,9,64000,8.327,1
int_2.bz2,24,8,7,9,64000,0.384,1
mm_1.bz2,24,8,8,5,38400,8.961,0
mm_2.bz2,24,8,8,5,38400,14.930,0
fp_1.bz2,24,8,8,5,38400,1.417,0
fp_2.bz2,24,8,8,5,38400,11.857,0
int_1.bz2,24,8,8,5,38400,16.938,0
int_2.bz2,24,8,8,5,38400,0.638,0
mm_1.bz2,24,8,8,6,44800,6.097,0
mm_2.bz2,24,8,8,6,44800,11.828,0
fp_1.bz2,24,8,8,6,44800,1.091,0
fp_2.bz2,24,8,8,6,44800,4.709,0
int_1.bz2,24,8,8,6,44800,13.986,0
int_2.bz2,24,8,8,6,44800,0.511,0
mm_1.bz2,24,8,8,7,51200,5.171,0
mm_2.bz2,24,8,8,7,51200,10.444,0
fp_1.bz2,24,8,8,7,51200,0.928,1
fp_2.bz2,24,8,8,7,51200,2.476,1
int_1.bz2,24,8,8,7,51200,11.313,1
int_2.bz2,24,8,8,7,51200,0.458,0
mm_1.bz2,24,8,8,8,57600,3.842,0
mm_2.bz2,24,8,8,8,57600,10.010,0
fp_1.bz2,24,8,8,8,57600,0.852,1
fp_2.bz2,24,8,8,8,57600,1.283,1
int_1.bz2,24,8,8,8,57600,9.707,1
int_2.bz2,24,8,8,8,57600,0.446,0
mm_1.bz2,24,8,8,9,64000,3.148,0
mm_2.bz2,24,8,8,9,64000,9.958,0
fp_1.bz2,24,8,8,9,64000,0.852,1
fp_2.bz2,24,8,8,9,64000,1.084,1
int_1.bz2,24,8,8,9,64000,8.863,1
int_2.bz2,24,8,8,9,64000,0.446,0
mm_1.bz2,26,6,5,5,10368,4.261,0
mm_2.bz2,26,6,5,5,10368,10.598,0
fp_1.bz2,26,6,5,5,10368,0.988,1
fp_2.bz2,26,6,5,5,10368,1.476,1
int_1.bz2,26,6,5,5,10368,12.771,0
int_2.bz2,26,6,5,5,10368,0.362,1
mm_1.bz2,26,6,5,6,12096,2.880,0
mm_2.bz2,26,6,5,6,12096,10.452,0
fp_1.bz2,26,6,5,6,12096,0.844,1
fp_2.bz2,26,6,5,6,12096,0.989,1
int_1.bz2,26,6,5,6,12096,11.521,1
int_2.bz2,26,6,5,6,12096,0.344,1
mm_1.bz2,26,6,5,7,13824,2.488,1
mm_2.bz2,26,6,5,7,13824,10.442,0
fp_1.bz2,26,6,5,7,13824,0.844,1
fp_2.bz2,26,6,5,7,13824,0.981,1
int_1.bz2,26,6,5,7,13824,11.215,1
int_2.bz2,26,6,5,7,13824,0.341,1
mm_1.bz2,26,6,5,8,15552,2.470,1
mm_2.bz2,26,6,5,8,15552,10.442,0
fp_1.bz2,26,6,5,8,15552,0.844,1
fp_2.bz2,26,6,5,8,15552,0.981,1
int_1.bz2,26,6,5,8,15552,11.181,1
int_2.bz2,26,6,5,8,15552,0.341,1
mm_1.bz2,26,6,5,9,17280,2.466,1
mm_2.bz2,26,6,5,9,17280,10.442,0
fp_1.bz2,26,6,5,9,17280,0.844,1
fp_2.bz2,26,6,5,9,17280,0.981,1
int_1.bz2,26,6,5,9,17280,11.181,1
int_2.bz2,26,6,5,9,17280,0.341,1
mm_1.bz2,26,6,6,5,10368,6.576,0
mm_2.bz2,26,6,6,5,10368,11.977,0
fp_1.bz2,26,6,6,5,10368,1.072,0
fp_2.bz2,26,6,6,5,10368,2.481,1
int_1.bz2,26,6,6,5,10368,14.198,0
int_2.bz2,26,6,6,5,10368,0.480,0
mm_1.bz2,26,6,6,6,12096,4.168,0
mm_2.bz2,26,6,6,6,12096,11.438,0
fp_1.bz2,26,6,6,6,12096,0.971,1
fp_2.bz2,26,6,6,6,12096,1.384,1
int_1.bz2,26,6,6,6,12096,12.241,1
int_2.bz2,26,6,6,6,12096,0.389,1
mm_1.bz2,26,6,6,7,13824,2.942,0
mm_2.bz2,26,6,6,7,13824,11.310,0
fp_1.bz2,26,6,6,7,13824,0.855,1
fp_2.bz2,26,6,6,7,13824,1.008,1
int_1.bz2,26,6,6,7,13824,11.199,1
int_2.bz2,26,6,6,7,13824,0.377,1
mm_1.bz2,26,6,6,8,15552,2.621,0
mm_2.bz2,26,6,6,8,15552,11.304,0
fp_1.bz2,26,6,6,8,15552,0.855,1
fp_2.bz2,26,6,6,8,15552,1.000,1
int_1.bz2,26,6,6,8,15552,11.010,1
int_2.bz2,26,6,6,8,15552,0.376,1
mm_1.bz2,26,6,6,9,17280,2.593,0
mm_2.bz2,26,6,6,9,17280,11.304,0
fp_1.bz2,26,6,6,9,17280,0.855,1
fp_2.bz2,26,6,6,9,17280,1.000,1
int_1.bz2,26,6,6,9,17280,10.996,1
int_2.bz2,26,6,6,9,17280,0.376,1
mm_1.bz2,26,6,7,5,10368,9.381,0
mm_2.bz2,26,6,7,5,10368,14.612,0
fp_1.bz2,26,6,7,5,10368,1.395,0
fp_2.bz2,26,6,7,5,10368,6.338,0
int_1.bz2,26,6,7,5,10368,17.187,0
int_2.bz2,26,6,7,5,10368,0.629,0
mm_1.bz2,26,6,7,6,12096,6.441,0
mm_2.bz2,26,6,7,6,12096,13.094,0
fp_1.bz2,26,6,7,6,12096,1.033,0
fp_2.bz2,26,6,7,6,12096,2.202,1
int_1.bz2,26,6,7,6,12096,13.974,0
int_2.bz2,26,6,7,6,12096,0.510,0
mm_1.bz2,26,6,7,7,13824,4.055,0
mm_2.bz2,26,6,7,7,13824,12.495,0
fp_1.bz2,26,6,7,7,13824,0.961,1
fp_2.bz2,26,6,7,7,13824,1.254,1
int_1.bz2,26,6,7,7,13824,12.158,1
int_2.bz2,26,6,7,7,13824,0.445,0
mm_1.bz2,26,6,7,8,15552,3.081,0
mm_2.bz2,26,6,7,8,15552,12.375,0
fp_1.bz2,26,6,7,8,15552,0.875,1
fp_2.bz2,26,6,7,8,15552,1.049,1
int_1.bz2,26,6,7,8,15552,11.269,1
int_2.bz2,26,6,7,8,15552,0.438,0
mm_1.bz2,26,6,7,9,17280,2.857,0
mm_2.bz2,26,6,7,9,17280,12.370,0
fp_1.bz2,26,6,7,9,17280,0.875,1
fp_2.bz2,26,6,7,9,17280,1.039,1
int_1.bz2,26,6,7,9,17280,11.152,1
int_2.bz2,26,6,7,9,17280,0.438,0
mm_1.bz2,26,6,8,5,10368,15.919,0
mm_2.bz2,26,6,8,5,10368,18.772,0
fp_1.bz2,26,6,8,5,10368,1.774,0
fp_2.bz2,26,6,8,5,10368,9.771,0
int_1.bz2,26,6,8,5,10368,21.691,0
int_2.bz2,26,6,8,5,10368,0.821,0
mm_1.bz2,26,6,8,6,12096,9.130,0
mm_2.bz2,26,6,8,6,12096,15.981,0
fp_1.bz2,26,6,8,6,12096,1.369,0
fp_2.bz2,26,6,8,6,12096,6.163,0
int_1.bz2,26,6,8,6,12096,17.182,0
int_2.bz2,26,6,8,6,12096,0.647,0
mm_1.bz2,26,6,8,7,13824,6.383,0
mm_2.bz2,26,6,8,7,13824,14.352,0
fp_1.bz2,26,6,8,7,13824,1.027,0
fp_2.bz2,26,6,8,7,13824,2.326,1
int_1.bz2,26,6,8,7,13824,14.039,0
int_2.bz2,26,6,8,7,13824,0.564,0
mm_1.bz2,26,6,8,8,15552,4.252,0
mm_2.bz2,26,6,8,8,15552,13.726,0
fp_1.bz2,26,6,8,8,15552,0.961,1
fp_2.bz2,26,6,8,8,15552,1.325,1
int_1.bz2,26,6,8,8,15552,12.314,1
int_2.bz2,26,6,8,8,15552,0.533,0
mm_1.bz2,26,6,8,9,17280,3.356,0
mm_2.bz2,26,6,8,9,17280,13.628,0
fp_1.bz2,26,6,8,9,17280,0.912,1
fp_2.bz2,26,6,8,9,17280,1.111,1
int_1.bz2,26,6,8,9,17280,11.592,1
int_2.bz2,26,6,8,9,17280,0.530,0
mm_1.bz2,26,7,5,5,20736,3.424,0
mm_2.bz2,26,7,5,5,20736,8.960,0
fp_1.bz2,26,7,5,5,20736,0.982,1
fp_2.bz2,26,7,5,5,20736,1.473,1
int_1.bz2,26,7,5,5,20736,11.165,1
int_2.bz2,26,7,5,5,20736,0.336,1
mm_1.bz2,26,7,5,6,24192,2.522,1
mm_2.bz2,26,7,5,6,24192,8.748,0
fp_1.bz2,26,7,5,6,24192,0.839,1
fp_2.bz2,26,7,5,6,24192,0.987,1
int_1.bz2,26,7,5,6,24192,9.886,1
int_2.bz2,26,7,5,6,24192,0.324,1
mm_1.bz2,26,7,5,7,27648,2.494,1
mm_2.bz2,26,7,5,7,27648,8.749,0
fp_1.bz2,26,7,5,7,27648,0.839,1
fp_2.bz2,26,7,5,7,27648,0.980,1
int_1.bz2,26,7,5,7,27648,9.471,1
int_2.bz2,26,7,5,7,27648,0.323,1
mm_1.bz2,26,7,5,8,31104,2.427,1
mm_2.bz2,26,7,5,8,31104,8.749,0
fp_1.bz2,26,7,5,8,31104,0.839,1
fp_2.bz2,26,7,5,8,31104,0.980,1
int_1.bz2,26,7,5,8,31104,9.339,1
int_2.bz2,26,7,5,8,31104,0.323,1
mm_1.bz2,26,7,5,9,34560,2.426,1
mm_2.bz2,26,7,5,9,34560,8.749,0
fp_1.bz2,26,7,5,9,34560,0.839,1
fp_2.bz2,26,7,5,9,34560,0.980,1
int_1.bz2,26,7,5,9,34560,9.328,1
int_2.bz2,26,7,5,9,34560,0.323,1
mm_1.bz2,26,7,6,5,20736,4.752,0
mm_2.bz2,26,7,6,5,20736,10.175,0
fp_1.bz2,26,7,6,5,20736,1.090,0
fp_2.bz2,26,7,6,5,20736,2.478,1
int_1.bz2,26,7,6,5,20736,12.510,1
int_2.bz2,26,7,6,5,20736,0.412,1
mm_1.bz2,26,7,6,6,24192,3.438,0
mm_2.bz2,26,7,6,6,24192,9.532,0
fp_1.bz2,26,7,6,6,24192,0.965,1
fp_2.bz2,26,7,6,6,24192,1.383,1
int_1.bz2,26,7,6,6,24192,10.713,1
int_2.bz2,26,7,6,6,24192,0.352,1
mm_1.bz2,26,7,6,7,27648,2.630,0
