trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate,better_than_tournament
int_1.bz2,30,6,6,9,19840,10.663,1
int_2.bz2,30,6,6,9,19840,0.367,1
mm_1.bz2,30,6,7,5,11904,8.859,0
mm_2.bz2,30,6,7,5,11904,14.157,0
fp_1.bz2,30,6,7,5,11904,1.380,0
fp_2.bz2,30,6,7,5,11904,3.780,0
int_1.bz2,30,6,7,5,11904,16.469,0
int_2.bz2,30,6,7,5,11904,0.594,0
mm_1.bz2,30,6,7,6,13888,5.798,0
mm_2.bz2,30,6,7,6,13888,12.820,0
fp_1.bz2,30,6,7,6,13888,1.040,0
fp_2.bz2,30,6,7,6,13888,1.787,1
int_1.bz2,30,6,7,6,13888,13.436,0
int_2.bz2,30,6,7,6,13888,0.481,0
mm_1.bz2,30,6,7,7,15872,3.748,0
mm_2.bz2,30,6,7,7,15872,12.238,0
fp_1.bz2,30,6,7,7,15872,0.974,1
fp_2.bz2,30,6,7,7,15872,1.273,1
int_1.bz2,30,6,7,7,15872,11.708,1
int_2.bz2,30,6,7,7,15872,0.431,0
mm_1.bz2,30,6,7,8,17856,2.756,0
mm_2.bz2,30,6,7,8,17856,12.122,0
fp_1.bz2,30,6,7,8,17856,0.876,1
fp_2.bz2,30,6,7,8,17856,1.014,1
int_1.bz2,30,6,7,8,17856,10.894,1
int_2.bz2,30,6,7,8,17856,0.424,1
mm_1.bz2,30,6,7,9,19840,2.597,0
mm_2.bz2,30,6,7,9,19840,12.120,0
fp_1.bz2,30,6,7,9,19840,0.876,1
fp_2.bz2,30,6,7,9,19840,1.014,1
int_1.bz2,30,6,7,9,19840,10.795,1
int_2.bz2,30,6,7,9,19840,0.424,1
mm_1.bz2,30,6,8,5,11904,14.627,0
mm_2.bz2,30,6,8,5,11904,18.122,0
fp_1.bz2,30,6,8,5,11904,1.681,0
fp_2.bz2,30,6,8,5,11904,9.489,0
int_1.bz2,30,6,8,5,11904,20.614,0
int_2.bz2,30,6,8,5,11904,0.797,0
mm_1.bz2,30,6,8,6,13888,8.650,0
mm_2.bz2,30,6,8,6,13888,15.502,0
fp_1.bz2,30,6,8,6,13888,1.365,0
fp_2.bz2,30,6,8,6,13888,3.907,0
int_1.bz2,30,6,8,6,13888,16.467,0
int_2.bz2,30,6,8,6,13888,0.618,0
mm_1.bz2,30,6,8,7,15872,5.860,0
mm_2.bz2,30,6,8,7,15872,14.009,0
fp_1.bz2,30,6,8,7,15872,1.036,0
fp_2.bz2,30,6,8,7,15872,1.523,1
int_1.bz2,30,6,8,7,15872,13.497,0
int_2.bz2,30,6,8,7,15872,0.537,0
mm_1.bz2,30,6,8,8,17856,3.956,0
mm_2.bz2,30,6,8,8,17856,13.420,0
fp_1.bz2,30,6,8,8,17856,0.958,1
fp_2.bz2,30,6,8,8,17856,1.188,1
int_1.bz2,30,6,8,8,17856,11.873,1
int_2.bz2,30,6,8,8,17856,0.510,0
mm_1.bz2,30,6,8,9,19840,3.039,0
mm_2.bz2,30,6,8,9,19840,13.328,0
fp_1.bz2,30,6,8,9,19840,0.912,1
fp_2.bz2,30,6,8,9,19840,1.063,1
int_1.bz2,30,6,8,9,19840,11.235,1
int_2.bz2,30,6,8,9,19840,0.506,0
mm_1.bz2,30,7,5,5,23808,3.209,0
mm_2.bz2,30,7,5,5,23808,8.843,0
fp_1.bz2,30,7,5,5,23808,0.997,0
fp_2.bz2,30,7,5,5,23808,1.384,1
int_1.bz2,30,7,5,5,23808,10.901,1
int_2.bz2,30,7,5,5,23808,0.333,1
mm_1.bz2,30,7,5,6,27776,2.419,1
mm_2.bz2,30,7,5,6,27776,8.637,0
fp_1.bz2,30,7,5,6,27776,0.840,1
fp_2.bz2,30,7,5,6,27776,0.976,1
int_1.bz2,30,7,5,6,27776,9.678,1
int_2.bz2,30,7,5,6,27776,0.327,1
mm_1.bz2,30,7,5,7,31744,2.185,1
mm_2.bz2,30,7,5,7,31744,8.631,0
fp_1.bz2,30,7,5,7,31744,0.839,1
fp_2.bz2,30,7,5,7,31744,0.974,1
int_1.bz2,30,7,5,7,31744,9.244,1
int_2.bz2,30,7,5,7,31744,0.325,1
mm_1.bz2,30,7,5,8,35712,2.189,1
mm_2.bz2,30,7,5,8,35712,8.631,0
fp_1.bz2,30,7,5,8,35712,0.839,1
fp_2.bz2,30,7,5,8,35712,0.974,1
int_1.bz2,30,7,5,8,35712,9.112,1
int_2.bz2,30,7,5,8,35712,0.325,1
mm_1.bz2,30,7,5,9,39680,2.189,1
mm_2.bz2,30,7,5,9,39680,8.631,0
fp_1.bz2,30,7,5,9,39680,0.839,1
fp_2.bz2,30,7,5,9,39680,0.974,1
int_1.bz2,30,7,5,9,39680,9.103,1
int_2.bz2,30,7,5,9,39680,0.325,1
mm_1.bz2,30,7,6,5,23808,4.489,0
mm_2.bz2,30,7,6,5,23808,9.916,0
fp_1.bz2,30,7,6,5,23808,1.090,0
fp_2.bz2,30,7,6,5,23808,2.103,1
int_1.bz2,30,7,6,5,23808,12.121,1
int_2.bz2,30,7,6,5,23808,0.394,1
mm_1.bz2,30,7,6,6,27776,3.186,0
mm_2.bz2,30,7,6,6,27776,9.345,0
fp_1.bz2,30,7,6,6,27776,0.970,1
fp_2.bz2,30,7,6,6,27776,1.406,1
int_1.bz2,30,7,6,6,27776,10.399,1
int_2.bz2,30,7,6,6,27776,0.347,1
mm_1.bz2,30,7,6,7,31744,2.402,1
mm_2.bz2,30,7,6,7,31744,9.177,0
fp_1.bz2,30,7,6,7,31744,0.850,1
fp_2.bz2,30,7,6,7,31744,0.986,1
int_1.bz2,30,7,6,7,31744,9.377,1
int_2.bz2,30,7,6,7,31744,0.343,1
mm_1.bz2,30,7,6,8,35712,2.328,1
mm_2.bz2,30,7,6,8,35712,9.174,0
fp_1.bz2,30,7,6,8,35712,0.850,1
fp_2.bz2,30,7,6,8,35712,0.985,1
int_1.bz2,30,7,6,8,35712,9.057,1
int_2.bz2,30,7,6,8,35712,0.343,1
mm_1.bz2,30,7,6,9,39680,2.349,1
mm_2.bz2,30,7,6,9,39680,9.174,0
fp_1.bz2,30,7,6,9,39680,0.850,1
fp_2.bz2,30,7,6,9,39680,0.985,1
int_1.bz2,30,7,6,9,39680,8.968,1
int_2.bz2,30,7,6,9,39680,0.343,1
mm_1.bz2,30,7,7,5,23808,6.734,0
mm_2.bz2,30,7,7,5,23808,12.147,0
fp_1.bz2,30,7,7,5,23808,1.343,0
fp_2.bz2,30,7,7,5,23808,3.765,0
int_1.bz2,30,7,7,5,23808,14.752,0
int_2.bz2,30,7,7,5,23808,0.513,0
mm_1.bz2,30,7,7,6,27776,4.604,0
mm_2.bz2,30,7,7,6,27776,10.692,0
fp_1.bz2,30,7,7,6,27776,1.097,0
fp_2.bz2,30,7,7,6,27776,1.784,1
int_1.bz2,30,7,7,6,27776,11.880,1
int_2.bz2,30,7,7,6,27776,0.421,1
mm_1.bz2,30,7,7,7,31744,3.149,0
mm_2.bz2,30,7,7,7,31744,10.141,0
fp_1.bz2,30,7,7,7,31744,0.912,1
fp_2.bz2,30,7,7,7,31744,1.268,1
int_1.bz2,30,7,7,7,31744,10.342,1
int_2.bz2,30,7,7,7,31744,0.385,1
mm_1.bz2,30,7,7,8,35712,2.564,1
mm_2.bz2,30,7,7,8,35712,10.030,0
fp_1.bz2,30,7,7,8,35712,0.867,1
fp_2.bz2,30,7,7,8,35712,1.011,1
int_1.bz2,30,7,7,8,35712,9.468,1
int_2.bz2,30,7,7,8,35712,0.384,1
mm_1.bz2,30,7,7,9,39680,2.504,1
mm_2.bz2,30,7,7,9,39680,10.029,0
fp_1.bz2,30,7,7,9,39680,0.867,1
fp_2.bz2,30,7,7,9,39680,1.011,1
int_1.bz2,30,7,7,9,39680,9.186,1
int_2.bz2,30,7,7,9,39680,0.384,1
mm_1.bz2,30,7,8,5,23808,10.639,0
mm_2.bz2,30,7,8,5,23808,16.162,0
fp_1.bz2,30,7,8,5,23808,1.522,0
fp_2.bz2,30,7,8,5,23808,9.488,0
int_1.bz2,30,7,8,5,23808,18.403,0
int_2.bz2,30,7,8,5,23808,0.678,0
mm_1.bz2,30,7,8,6,27776,6.589,0
mm_2.bz2,30,7,8,6,27776,13.312,0
fp_1.bz2,30,7,8,6,27776,1.274,0
fp_2.bz2,30,7,8,6,27776,3.903,0
int_1.bz2,30,7,8,6,27776,14.775,0
int_2.bz2,30,7,8,6,27776,0.537,0
mm_1.bz2,30,7,8,7,31744,4.847,0
mm_2.bz2,30,7,8,7,31744,11.751,0
fp_1.bz2,30,7,8,7,31744,1.031,0
fp_2.bz2,30,7,8,7,31744,1.517,1
int_1.bz2,30,7,8,7,31744,11.836,1
int_2.bz2,30,7,8,7,31744,0.468,0
mm_1.bz2,30,7,8,8,35712,3.291,0
mm_2.bz2,30,7,8,8,35712,11.256,0
fp_1.bz2,30,7,8,8,35712,0.947,1
fp_2.bz2,30,7,8,8,35712,1.185,1
int_1.bz2,30,7,8,8,35712,10.534,1
int_2.bz2,30,7,8,8,35712,0.454,0
mm_1.bz2,30,7,8,9,39680,2.788,0
mm_2.bz2,30,7,8,9,39680,11.181,0
fp_1.bz2,30,7,8,9,39680,0.902,1
fp_2.bz2,30,7,8,9,39680,1.059,1
int_1.bz2,30,7,8,9,39680,9.792,1
int_2.bz2,30,7,8,9,39680,0.452,0
mm_1.bz2,30,8,5,5,47616,3.080,0
mm_2.bz2,30,8,5,5,47616,7.447,1
fp_1.bz2,30,8,5,5,47616,0.910,1
fp_2.bz2,30,8,5,5,47616,1.355,1
int_1.bz2,30,8,5,5,47616,9.721,1
int_2.bz2,30,8,5,5,47616,0.326,1
mm_1.bz2,30,8,5,6,55552,2.350,1
mm_2.bz2,30,8,5,6,55552,7.251,1
fp_1.bz2,30,8,5,6,55552,0.828,1
fp_2.bz2,30,8,5,6,55552,0.972,1
int_1.bz2,30,8,5,6,55552,8.299,1
int_2.bz2,30,8,5,6,55552,0.320,1
mm_1.bz2,30,8,5,7,63488,2.141,1
mm_2.bz2,30,8,5,7,63488,7.234,1
fp_1.bz2,30,8,5,7,63488,0.828,1
fp_2.bz2,30,8,5,7,63488,0.971,1
int_1.bz2,30,8,5,7,63488,7.916,1
int_2.bz2,30,8,5,7,63488,0.318,1
mm_1.bz2,30,8,6,5,47616,4.025,0
mm_2.bz2,30,8,6,5,47616,8.325,1
fp_1.bz2,30,8,6,5,47616,0.997,0
fp_2.bz2,30,8,6,5,47616,2.085,1
int_1.bz2,30,8,6,5,47616,10.870,1
int_2.bz2,30,8,6,5,47616,0.363,1
mm_1.bz2,30,8,6,6,55552,3.171,0
mm_2.bz2,30,8,6,6,55552,7.818,1
fp_1.bz2,30,8,6,6,55552,0.832,1
fp_2.bz2,30,8,6,6,55552,1.380,1
int_1.bz2,30,8,6,6,55552,9.175,1
int_2.bz2,30,8,6,6,55552,0.335,1
mm_1.bz2,30,8,6,7,63488,2.355,1
mm_2.bz2,30,8,6,7,63488,7.677,1
fp_1.bz2,30,8,6,7,63488,0.832,1
fp_2.bz2,30,8,6,7,63488,0.981,1
int_1.bz2,30,8,6,7,63488,7.996,1
int_2.bz2,30,8,6,7,63488,0.333,1
mm_1.bz2,30,8,7,5,47616,5.435,0
mm_2.bz2,30,8,7,5,47616,10.260,0
fp_1.bz2,30,8,7,5,47616,1.167,0
fp_2.bz2,30,8,7,5,47616,3.581,0
int_1.bz2,30,8,7,5,47616,13.205,0
int_2.bz2,30,8,7,5,47616,0.461,0
mm_1.bz2,30,8,7,6,55552,4.158,0
mm_2.bz2,30,8,7,6,55552,8.941,0
fp_1.bz2,30,8,7,6,55552,0.918,1
fp_2.bz2,30,8,7,6,55552,1.746,1
int_1.bz2,30,8,7,6,55552,10.496,1
int_2.bz2,30,8,7,6,55552,0.389,1
mm_1.bz2,30,8,7,7,63488,3.156,0
mm_2.bz2,30,8,7,7,63488,8.524,0
fp_1.bz2,30,8,7,7,63488,0.839,1
fp_2.bz2,30,8,7,7,63488,1.243,1
int_1.bz2,30,8,7,7,63488,9.056,1
int_2.bz2,30,8,7,7,63488,0.367,1
mm_1.bz2,30,8,8,5,47616,7.763,0
mm_2.bz2,30,8,8,5,47616,13.926,0
fp_1.bz2,30,8,8,5,47616,1.346,0
fp_2.bz2,30,8,8,5,47616,9.117,0
int_1.bz2,30,8,8,5,47616,16.132,0
int_2.bz2,30,8,8,5,47616,0.611,0
mm_1.bz2,30,8,8,6,55552,5.409,0
mm_2.bz2,30,8,8,6,55552,11.152,0
fp_1.bz2,30,8,8,6,55552,1.088,0
fp_2.bz2,30,8,8,6,55552,3.578,0
int_1.bz2,30,8,8,6,55552,13.224,0
int_2.bz2,30,8,8,6,55552,0.484,0
mm_1.bz2,30,8,8,7,63488,4.387,0
mm_2.bz2,30,8,8,7,63488,9.896,0
fp_1.bz2,30,8,8,7,63488,0.926,1
fp_2.bz2,30,8,8,7,63488,1.487,1
int_1.bz2,30,8,8,7,63488,10.442,1
int_2.bz2,30,8,8,7,63488,0.428,0
mm_1.bz2,32,6,5,5,12672,3.845,0
mm_2.bz2,32,6,5,5,12672,10.459,0
fp_1.bz2,32,6,5,5,12672,1.009,0
fp_2.bz2,32,6,5,5,12672,1.362,1
int_1.bz2,32,6,5,5,12672,12.300,1
int_2.bz2,32,6,5,5,12672,0.356,1
mm_1.bz2,32,6,5,6,14784,2.421,1
mm_2.bz2,32,6,5,6,14784,10.292,0
fp_1.bz2,32,6,5,6,14784,0.847,1
fp_2.bz2,32,6,5,6,14784,0.977,1
int_1.bz2,32,6,5,6,14784,11.143,1
int_2.bz2,32,6,5,6,14784,0.345,1
mm_1.bz2,32,6,5,7,16896,2.127,1
mm_2.bz2,32,6,5,7,16896,10.285,0
fp_1.bz2,32,6,5,7,16896,0.845,1
fp_2.bz2,32,6,5,7,16896,0.975,1
int_1.bz2,32,6,5,7,16896,10.884,1
int_2.bz2,32,6,5,7,16896,0.341,1
mm_1.bz2,32,6,5,8,19008,2.058,1
mm_2.bz2,32,6,5,8,19008,10.284,0
fp_1.bz2,32,6,5,8,19008,0.845,1
fp_2.bz2,32,6,5,8,19008,0.975,1
int_1.bz2,32,6,5,8,19008,10.871,1
int_2.bz2,32,6,5,8,19008,0.341,1
mm_1.bz2,32,6,5,9,21120,2.067,1
mm_2.bz2,32,6,5,9,21120,10.284,0
fp_1.bz2,32,6,5,9,21120,0.845,1
fp_2.bz2,32,6,5,9,21120,0.975,1
int_1.bz2,32,6,5,9,21120,10.871,1
int_2.bz2,32,6,5,9,21120,0.341,1
mm_1.bz2,32,6,6,5,12672,5.548,0
mm_2.bz2,32,6,6,5,12672,11.665,0
fp_1.bz2,32,6,6,5,12672,1.078,0
fp_2.bz2,32,6,6,5,12672,1.975,1
int_1.bz2,32,6,6,5,12672,13.581,0
int_2.bz2,32,6,6,5,12672,0.434,0
mm_1.bz2,32,6,6,6,14784,3.368,0
mm_2.bz2,32,6,6,6,14784,11.144,0
fp_1.bz2,32,6,6,6,14784,0.978,1
fp_2.bz2,32,6,6,6,14784,1.208,1
int_1.bz2,32,6,6,6,14784,11.680,1
int_2.bz2,32,6,6,6,14784,0.370,1
mm_1.bz2,32,6,6,7,16896,2.280,1
mm_2.bz2,32,6,6,7,16896,11.018,0
fp_1.bz2,32,6,6,7,16896,0.857,1
fp_2.bz2,32,6,6,7,16896,0.989,1
int_1.bz2,32,6,6,7,16896,10.756,1
int_2.bz2,32,6,6,7,16896,0.362,1
mm_1.bz2,32,6,6,8,19008,2.148,1
mm_2.bz2,32,6,6,8,19008,11.017,0
fp_1.bz2,32,6,6,8,19008,0.857,1
fp_2.bz2,32,6,6,8,19008,0.988,1
int_1.bz2,32,6,6,8,19008,10.624,1
int_2.bz2,32,6,6,8,19008,0.362,1
mm_1.bz2,32,6,6,9,21120,2.131,1
mm_2.bz2,32,6,6,9,21120,11.017,0
fp_1.bz2,32,6,6,9,21120,0.857,1
fp_2.bz2,32,6,6,9,21120,0.988,1
int_1.bz2,32,6,6,9,21120,10.622,1
int_2.bz2,32,6,6,9,21120,0.362,1
mm_1.bz2,32,6,7,5,12672,8.028,0
mm_2.bz2,32,6,7,5,12672,13.956,0
fp_1.bz2,32,6,7,5,12672,1.373,0
fp_2.bz2,32,6,7,5,12672,3.749,0
int_1.bz2,32,6,7,5,12672,16.281,0
int_2.bz2,32,6,7,5,12672,0.583,0
mm_1.bz2,32,6,7,6,14784,5.273,0
mm_2.bz2,32,6,7,6,14784,12.677,0
fp_1.bz2,32,6,7,6,14784,1.033,0
fp_2.bz2,32,6,7,6,14784,1.796,1
int_1.bz2,32,6,7,6,14784,13.276,0
int_2.bz2,32,6,7,6,14784,0.468,0
mm_1.bz2,32,6,7,7,16896,3.386,0
mm_2.bz2,32,6,7,7,16896,12.123,0
fp_1.bz2,32,6,7,7,16896,0.974,1
fp_2.bz2,32,6,7,7,16896,1.075,1
int_1.bz2,32,6,7,7,16896,11.587,1
int_2.bz2,32,6,7,7,16896,0.421,1
mm_1.bz2,32,6,7,8,19008,2.404,1
mm_2.bz2,32,6,7,8,19008,12.017,0
fp_1.bz2,32,6,7,8,19008,0.877,1
fp_2.bz2,32,6,7,8,19008,1.013,1
int_1.bz2,32,6,7,8,19008,10.799,1
int_2.bz2,32,6,7,8,19008,0.415,1
mm_1.bz2,32,6,7,9,21120,2.368,1
mm_2.bz2,32,6,7,9,21120,12.013,0
fp_1.bz2,32,6,7,9,21120,0.877,1
fp_2.bz2,32,6,7,9,21120,1.013,1
int_1.bz2,32,6,7,9,21120,10.726,1
int_2.bz2,32,6,7,9,21120,0.415,1
mm_1.bz2,32,6,8,5,12672,13.450,0
mm_2.bz2,32,6,8,5,12672,17.853,0
fp_1.bz2,32,6,8,5,12672,1.677,0
fp_2.bz2,32,6,8,5,12672,9.392,0
int_1.bz2,32,6,8,5,12672,20.187,0
int_2.bz2,32,6,8,5,12672,0.790,0
mm_1.bz2,32,6,8,6,14784,8.198,0
mm_2.bz2,32,6,8,6,14784,15.290,0
fp_1.bz2,32,6,8,6,14784,1.385,0
fp_2.bz2,32,6,8,6,14784,3.775,0
int_1.bz2,32,6,8,6,14784,16.227,0
int_2.bz2,32,6,8,6,14784,0.610,0
mm_1.bz2,32,6,8,7,16896,5.450,0
mm_2.bz2,32,6,8,7,16896,13.872,0
fp_1.bz2,32,6,8,7,16896,1.033,0
fp_2.bz2,32,6,8,7,16896,1.726,1
int_1.bz2,32,6,8,7,16896,13.352,0
int_2.bz2,32,6,8,7,16896,0.527,0
mm_1.bz2,32,6,8,8,19008,3.598,0
mm_2.bz2,32,6,8,8,19008,13.283,0
fp_1.bz2,32,6,8,8,19008,0.958,1
fp_2.bz2,32,6,8,8,19008,1.160,1
int_1.bz2,32,6,8,8,19008,11.750,1
int_2.bz2,32,6,8,8,19008,0.499,0
mm_1.bz2,32,6,8,9,21120,2.681,0
mm_2.bz2,32,6,8,9,21120,13.198,0
fp_1.bz2,32,6,8,9,21120,0.913,1
fp_2.bz2,32,6,8,9,21120,1.062,1
int_1.bz2,32,6,8,9,21120,11.132,1
int_2.bz2,32,6,8,9,21120,0.495,0
mm_1.bz2,32,7,5,5,25344,3.154,0
mm_2.bz2,32,7,5,5,25344,8.778,0
fp_1.bz2,32,7,5,5,25344,1.002,0
fp_2.bz2,32,7,5,5,25344,1.360,1
int_1.bz2,32,7,5,5,25344,10.846,1
int_2.bz2,32,7,5,5,25344,0.332,1
mm_1.bz2,32,7,5,6,29568,2.238,1
mm_2.bz2,32,7,5,6,29568,8.560,0
fp_1.bz2,32,7,5,6,29568,0.842,1
fp_2.bz2,32,7,5,6,29568,0.975,1
int_1.bz2,32,7,5,6,29568,9.651,1
int_2.bz2,32,7,5,6,29568,0.325,1
mm_1.bz2,32,7,5,7,33792,2.011,1
mm_2.bz2,32,7,5,7,33792,8.551,0
fp_1.bz2,32,7,5,7,33792,0.839,1
fp_2.bz2,32,7,5,7,33792,0.974,1
int_1.bz2,32,7,5,7,33792,9.215,1
int_2.bz2,32,7,5,7,33792,0.323,1
mm_1.bz2,32,7,5,8,38016,2.000,1
mm_2.bz2,32,7,5,8,38016,8.551,0
fp_1.bz2,32,7,5,8,38016,0.839,1
fp_2.bz2,32,7,5,8,38016,0.974,1
int_1.bz2,32,7,5,8,38016,9.089,1
int_2.bz2,32,7,5,8,38016,0.323,1
mm_1.bz2,32,7,5,9,42240,2.000,1
mm_2.bz2,32,7,5,9,42240,8.551,0
fp_1.bz2,32,7,5,9,42240,0.839,1
fp_2.bz2,32,7,5,9,42240,0.974,1
int_1.bz2,32,7,5,9,42240,9.080,1
int_2.bz2,32,7,5,9,42240,0.323,1
mm_1.bz2,32,7,6,5,25344,4.225,0
mm_2.bz2,32,7,6,5,25344,9.814,0
fp_1.bz2,32,7,6,5,25344,1.090,0
fp_2.bz2,32,7,6,5,25344,1.971,1
int_1.bz2,32,7,6,5,25344,11.992,1
int_2.bz2,32,7,6,5,25344,0.384,1
mm_1.bz2,32,7,6,6,29568,2.887,0
mm_2.bz2,32,7,6,6,29568,9.245,0
fp_1.bz2,32,7,6,6,29568,0.972,1
fp_2.bz2,32,7,6,6,29568,1.207,1
int_1.bz2,32,7,6,6,29568,10.316,1
int_2.bz2,32,7,6,6,29568,0.343,1
mm_1.bz2,32,7,6,7,33792,2.139,1
mm_2.bz2,32,7,6,7,33792,9.085,0
fp_1.bz2,32,7,6,7,33792,0.851,1
fp_2.bz2,32,7,6,7,33792,0.986,1
int_1.bz2,32,7,6,7,33792,9.321,1
int_2.bz2,32,7,6,7,33792,0.340,1
mm_1.bz2,32,7,6,8,38016,2.045,1
mm_2.bz2,32,7,6,8,38016,9.081,0
fp_1.bz2,32,7,6,8,38016,0.851,1
fp_2.bz2,32,7,6,8,38016,0.986,1
int_1.bz2,32,7,6,8,38016,9.012,1
int_2.bz2,32,7,6,8,38016,0.340,1
mm_1.bz2,32,7,6,9,42240,2.043,1
mm_2.bz2,32,7,6,9,42240,9.081,0
fp_1.bz2,32,7,6,9,42240,0.851,1
fp_2.bz2,32,7,6,9,42240,0.986,1
int_1.bz2,32,7,6,9,42240,8.925,1
int_2.bz2,32,7,6,9,42240,0.340,1
mm_1.bz2,32,7,7,5,25344,6.250,0
mm_2.bz2,32,7,7,5,25344,11.948,0
fp_1.bz2,32,7,7,5,25344,1.343,0
fp_2.bz2,32,7,7,5,25344,3.746,0
int_1.bz2,32,7,7,5,25344,14.538,0
int_2.bz2,32,7,7,5,25344,0.495,0
mm_1.bz2,32,7,7,6,29568,4.108,0
mm_2.bz2,32,7,7,6,29568,10.547,0
fp_1.bz2,32,7,7,6,29568,1.097,0
fp_2.bz2,32,7,7,6,29568,1.794,1
int_1.bz2,32,7,7,6,29568,11.710,1
int_2.bz2,32,7,7,6,29568,0.408,1
mm_1.bz2,32,7,7,7,33792,2.902,0
mm_2.bz2,32,7,7,7,33792,10.029,0
fp_1.bz2,32,7,7,7,33792,0.911,1
fp_2.bz2,32,7,7,7,33792,1.074,1
int_1.bz2,32,7,7,7,33792,10.251,1
int_2.bz2,32,7,7,7,33792,0.380,1
mm_1.bz2,32,7,7,8,38016,2.278,1
mm_2.bz2,32,7,7,8,38016,9.908,0
fp_1.bz2,32,7,7,8,38016,0.868,1
fp_2.bz2,32,7,7,8,38016,1.011,1
int_1.bz2,32,7,7,8,38016,9.389,1
int_2.bz2,32,7,7,8,38016,0.378,1
mm_1.bz2,32,7,7,9,42240,2.204,1
mm_2.bz2,32,7,7,9,42240,9.909,0
fp_1.bz2,32,7,7,9,42240,0.868,1
fp_2.bz2,32,7,7,9,42240,1.011,1
int_1.bz2,32,7,7,9,42240,9.124,1
int_2.bz2,32,7,7,9,42240,0.378,1
mm_1.bz2,32,7,8,5,25344,10.041,0
mm_2.bz2,32,7,8,5,25344,15.861,0
fp_1.bz2,32,7,8,5,25344,1.519,0
fp_2.bz2,32,7,8,5,25344,9.393,0
int_1.bz2,32,7,8,5,25344,18.095,0
int_2.bz2,32,7,8,5,25344,0.657,0
mm_1.bz2,32,7,8,6,29568,6.351,0
mm_2.bz2,32,7,8,6,29568,13.090,0
fp_1.bz2,32,7,8,6,29568,1.306,0
fp_2.bz2,32,7,8,6,29568,3.770,0
int_1.bz2,32,7,8,6,29568,14.542,0
int_2.bz2,32,7,8,6,29568,0.527,0
mm_1.bz2,32,7,8,7,33792,4.315,0
mm_2.bz2,32,7,8,7,33792,11.605,0
fp_1.bz2,32,7,8,7,33792,1.031,0
fp_2.bz2,32,7,8,7,33792,1.722,1
int_1.bz2,32,7,8,7,33792,11.672,1
int_2.bz2,32,7,8,7,33792,0.463,0
mm_1.bz2,32,7,8,8,38016,3.033,0
mm_2.bz2,32,7,8,8,38016,11.137,0
fp_1.bz2,32,7,8,8,38016,0.947,1
fp_2.bz2,32,7,8,8,38016,1.159,1
int_1.bz2,32,7,8,8,38016,10.426,1
int_2.bz2,32,7,8,8,38016,0.448,0
mm_1.bz2,32,7,8,9,42240,2.520,1
mm_2.bz2,32,7,8,9,42240,11.057,0
fp_1.bz2,32,7,8,9,42240,0.902,1
fp_2.bz2,32,7,8,9,42240,1.058,1
int_1.bz2,32,7,8,9,42240,9.693,1
int_2.bz2,32,7,8,9,42240,0.446,0
mm_1.bz2,32,8,5,5,50688,2.984,0
mm_2.bz2,32,8,5,5,50688,7.399,1
fp_1.bz2,32,8,5,5,50688,0.911,1
fp_2.bz2,32,8,5,5,50688,1.341,1
int_1.bz2,32,8,5,5,50688,9.657,1
int_2.bz2,32,8,5,5,50688,0.329,1
mm_1.bz2,32,8,5,6,59136,2.176,1
mm_2.bz2,32,8,5,6,59136,7.188,1
fp_1.bz2,32,8,5,6,59136,0.828,1
fp_2.bz2,32,8,5,6,59136,0.972,1
int_1.bz2,32,8,5,6,59136,8.270,1
int_2.bz2,32,8,5,6,59136,0.321,1
mm_1.bz2,32,8,6,5,50688,3.921,0
mm_2.bz2,32,8,6,5,50688,8.238,1
fp_1.bz2,32,8,6,5,50688,0.997,0
fp_2.bz2,32,8,6,5,50688,1.953,1
int_1.bz2,32,8,6,5,50688,10.698,1
int_2.bz2,32,8,6,5,50688,0.362,1
mm_1.bz2,32,8,6,6,59136,2.876,0
mm_2.bz2,32,8,6,6,59136,7.733,1
fp_1.bz2,32,8,6,6,59136,0.838,1
fp_2.bz2,32,8,6,6,59136,1.198,1
int_1.bz2,32,8,6,6,59136,9.065,1
int_2.bz2,32,8,6,6,59136,0.336,1
mm_1.bz2,32,8,7,5,50688,5.187,0
mm_2.bz2,32,8,7,5,50688,10.128,0
fp_1.bz2,32,8,7,5,50688,1.167,0
fp_2.bz2,32,8,7,5,50688,3.582,0
int_1.bz2,32,8,7,5,50688,12.927,0
int_2.bz2,32,8,7,5,50688,0.446,0
mm_1.bz2,32,8,7,6,59136,3.899,0
mm_2.bz2,32,8,7,6,59136,8.852,0
fp_1.bz2,32,8,7,6,59136,0.924,1
fp_2.bz2,32,8,7,6,59136,1.748,1
int_1.bz2,32,8,7,6,59136,10.300,1
int_2.bz2,32,8,7,6,59136,0.383,1
mm_1.bz2,32,8,8,5,50688,7.226,0
mm_2.bz2,32,8,8,5,50688,13.628,0
fp_1.bz2,32,8,8,5,50688,1.342,0
fp_2.bz2,32,8,8,5,50688,9.021,0
int_1.bz2,32,8,8,5,50688,15.969,0
int_2.bz2,32,8,8,5,50688,0.608,0
mm_1.bz2,32,8,8,6,59136,5.230,0
mm_2.bz2,32,8,8,6,59136,10.980,0
fp_1.bz2,32,8,8,6,59136,1.094,0
fp_2.bz2,32,8,8,6,59136,3.572,0
int_1.bz2,32,8,8,6,59136,12.892,0
int_2.bz2,32,8,8,6,59136,0.475,0
mm_1.bz2,34,6,5,5,13440,3.724,0
